State Abbreviation,State FIPS Code,County FIPS Code,FIPS Entity Code,ANSI Code,GU Name,Entity Description
KS,20,053,00000,00484996,Ellsworth,County
KS,20,055,00000,00485326,Finney,County
KS,20,057,00000,00484997,Ford,County
KS,20,059,00000,00484998,Franklin,County
KS,20,061,00000,00484999,Geary,County
KS,20,063,00000,00485000,Gove,County
KS,20,065,00000,00481811,Graham,County
KS,20,067,00000,00485099,Grant,County
KS,20,069,00000,00485001,Gray,County
KS,20,071,00000,00485002,Greeley,County
KS,20,073,00000,00485003,Greenwood,County
KS,20,075,00000,00485327,Hamilton,County
KS,20,077,00000,00485004,Harper,County
KS,20,079,00000,00485005,Harvey,County
KS,20,081,00000,00485328,Haskell,County
KS,20,083,00000,00485006,Hodgeman,County
KS,20,085,00000,00485007,Jackson,County
KS,20,087,00000,00485008,Jefferson,County
KS,20,089,00000,00485009,Jewell,County
KS,20,091,00000,00485010,Johnson,County
KS,20,093,00000,00485011,Kearny,County
KS,20,095,00000,00485012,Kingman,County
KS,20,097,00000,00485013,Kiowa,County
KS,20,099,00000,00485014,Labette,County
KS,20,101,00000,00485015,Lane,County
KS,20,103,00000,00485016,Leavenworth,County
KS,20,105,00000,00485017,Lincoln,County
KS,20,107,00000,00485018,Linn,County
KS,20,109,00000,00485019,Logan,County
KS,20,111,00000,00485020,Lyon,County
KS,20,115,00000,00485022,Marion,County
KS,20,117,00000,00485023,Marshall,County
KS,20,113,00000,00485021,McPherson,County
KS,20,119,00000,00485024,Meade,County
KS,20,121,00000,00485025,Miami,County
KS,20,123,00000,00485026,Mitchell,County
KS,20,125,00000,00485027,Montgomery,County
KS,20,127,00000,00485028,Morris,County
KS,20,129,00000,00485135,Morton,County
KS,20,131,00000,00485029,Nemaha,County
KS,20,133,00000,00485030,Neosho,County
KS,20,135,00000,00485031,Ness,County
KS,20,137,00000,00485032,Norton,County
KS,20,139,00000,00485033,Osage,County
KS,20,141,00000,00485034,Osborne,County
KS,20,143,00000,00485035,Ottawa,County
KS,20,145,00000,00485036,Pawnee,County
KS,20,147,00000,00485037,Phillips,County
KS,20,149,00000,00485038,Pottawatomie,County
KS,20,151,00000,00485039,Pratt,County
KS,20,153,00000,00485040,Rawlins,County
KS,20,155,00000,00485041,Reno,County
KS,20,157,00000,00485042,Republic,County
KS,20,159,00000,00485043,Rice,County
KS,20,161,00000,00485044,Riley,County
KS,20,163,00000,00485045,Rooks,County
KS,20,165,00000,00485358,Rush,County
KS,20,167,00000,00485046,Russell,County
KS,20,169,00000,00485047,Saline,County
KS,20,171,00000,00485048,Scott,County
KS,20,173,00000,00485049,Sedgwick,County
KS,20,175,00000,00485050,Seward,County
KS,20,177,00000,00485051,Shawnee,County
KS,20,179,00000,00485052,Sheridan,County
KS,20,181,00000,00485053,Sherman,County
KS,20,183,00000,00484969,Smith,County
KS,20,185,00000,00485054,Stafford,County
KS,20,187,00000,00485055,Stanton,County
KS,20,189,00000,00485056,Stevens,County
KS,20,191,00000,00481812,Sumner,County
KS,20,193,00000,00485057,Thomas,County
KS,20,195,00000,00485058,Trego,County
KS,20,197,00000,00485059,Wabaunsee,County
KS,20,199,00000,00485060,Wallace,County
KS,20,201,00000,00485061,Washington,County
KS,20,203,00000,00485062,Wichita,County
KS,20,205,00000,00485063,Wilson,County
KS,20,207,00000,00485064,Woodson,County
KY,21,001,00000,00516847,Adair,County
KY,21,003,00000,00516848,Allen,County
KY,21,005,00000,00516849,Anderson,County
KY,21,007,00000,00516850,Ballard,County
KY,21,009,00000,00516851,Barren,County
KY,21,011,00000,00516852,Bath,County
KY,21,013,00000,00516853,Bell,County
KY,21,015,00000,00516854,Boone,County
KY,21,017,00000,00516855,Bourbon,County
KY,21,019,00000,00516856,Boyd,County
KY,21,021,00000,00516857,Boyle,County
KY,21,023,00000,00516858,Bracken,County
KY,21,025,00000,00516859,Breathitt,County
KY,21,027,00000,00516860,Breckinridge,County
KY,21,029,00000,00516861,Bullitt,County
KY,21,031,00000,00516862,Butler,County
KY,21,033,00000,00516863,Caldwell,County
KY,21,035,00000,00516864,Calloway,County
KY,21,037,00000,00516865,Campbell,County
KY,21,039,00000,00516866,Carlisle,County
KY,21,041,00000,00516867,Carroll,County
KY,21,043,00000,00516868,Carter,County
KY,21,045,00000,00516869,Casey,County
KY,21,047,00000,00516870,Christian,County
KY,21,049,00000,00516871,Clark,County
KY,21,051,00000,00516872,Clay,County
KY,21,053,00000,00516873,Clinton,County
KY,21,055,00000,00516874,Crittenden,County
KY,21,057,00000,00516875,Cumberland,County
KY,21,059,00000,00516876,Daviess,County
KY,21,061,00000,00516877,Edmonson,County
KY,21,063,00000,00516878,Elliott,County
KY,21,065,00000,00516879,Estill,County
KY,21,069,00000,00516881,Fleming,County
KY,21,071,00000,00516882,Floyd,County
KY,21,073,00000,00516883,Franklin,County
KY,21,075,00000,00516884,Fulton,County
KY,21,077,00000,00516885,Gallatin,County
KY,21,079,00000,00516886,Garrard,County
KY,21,081,00000,00516887,Grant,County
KY,21,083,00000,00516888,Graves,County
KY,21,085,00000,00516889,Grayson,County
KY,21,087,00000,00516890,Green,County
KY,21,089,00000,00516891,Greenup,County
KY,21,091,00000,00516892,Hancock,County
KY,21,093,00000,00516893,Hardin,County
KY,21,095,00000,00516894,Harlan,County
KY,21,097,00000,00516895,Harrison,County
KY,21,099,00000,00516896,Hart,County
KY,21,101,00000,00516897,Henderson,County
KY,21,103,00000,00516898,Henry,County
KY,21,105,00000,00516899,Hickman,County
KY,21,107,00000,00516900,Hopkins,County
KY,21,109,00000,00516901,Jackson,County
KY,21,113,00000,00516903,Jessamine,County
KY,21,115,00000,00516904,Johnson,County
KY,21,117,00000,00516905,Kenton,County
KY,21,119,00000,00516906,Knott,County
KY,21,121,00000,00516907,Knox,County
KY,21,123,00000,00516908,Larue,County
KY,21,125,00000,00516909,Laurel,County
KY,21,127,00000,00516910,Lawrence,County
KY,21,129,00000,00516911,Lee,County
KY,21,131,00000,00516912,Leslie,County
KY,21,133,00000,00516913,Letcher,County
KY,21,135,00000,00516914,Lewis,County
KY,21,137,00000,00516915,Lincoln,County
KY,21,139,00000,00516916,Livingston,County
KY,21,141,00000,00516917,Logan,County
KY,21,143,00000,00516918,Lyon,County
KY,21,151,00000,00516919,Madison,County
KY,21,153,00000,00516920,Magoffin,County
KY,21,155,00000,00516921,Marion,County
KY,21,157,00000,00516922,Marshall,County
KY,21,159,00000,00516923,Martin,County
KY,21,161,00000,00516924,Mason,County
KY,21,145,00000,00516925,McCracken,County
KY,21,147,00000,00516926,McCreary,County
KY,21,149,00000,00516927,McLean,County
KY,21,163,00000,00516928,Meade,County
KY,21,165,00000,00516929,Menifee,County
KY,21,167,00000,00516930,Mercer,County
KY,21,169,00000,00516931,Metcalfe,County
KY,21,171,00000,00516932,Monroe,County
KY,21,173,00000,00516933,Montgomery,County
KY,21,175,00000,00516934,Morgan,County
KY,21,177,00000,00516935,Muhlenberg,County
KY,21,179,00000,00516936,Nelson,County
KY,21,181,00000,00516937,Nicholas,County
KY,21,183,00000,00516938,Ohio,County
KY,21,185,00000,00516939,Oldham,County
KY,21,187,00000,00516940,Owen,County
KY,21,189,00000,00516941,Owsley,County
KY,21,191,00000,00516942,Pendleton,County
KY,21,193,00000,00516943,Perry,County
KY,21,195,00000,00516944,Pike,County
KY,21,197,00000,00516945,Powell,County
KY,21,199,00000,00516946,Pulaski,County
KY,21,201,00000,00516947,Robertson,County
KY,21,203,00000,00516948,Rockcastle,County
KY,21,205,00000,00516949,Rowan,County
KY,21,207,00000,00516950,Russell,County
KY,21,209,00000,00516951,Scott,County
KY,21,211,00000,00516952,Shelby,County
KY,21,213,00000,00516953,Simpson,County
KY,21,215,00000,00516954,Spencer,County
KY,21,217,00000,00516955,Taylor,County
KY,21,219,00000,00516956,Todd,County
KY,21,221,00000,00516957,Trigg,County
KY,21,223,00000,00516958,Trimble,County
KY,21,225,00000,00516959,Union,County
KY,21,227,00000,00516960,Warren,County
KY,21,229,00000,00516961,Washington,County
KY,21,231,00000,00516962,Wayne,County
KY,21,233,00000,00516963,Webster,County
KY,21,235,00000,00516964,Whitley,County
KY,21,237,00000,00516965,Wolfe,County
KY,21,239,00000,00516966,Woodford,County
ME,23,001,00000,00581286,Androscoggin,County
ME,23,003,00000,00581287,Aroostook,County
ME,23,005,00000,00581288,Cumberland,County
ME,23,007,00000,00581289,Franklin,County
ME,23,009,00000,00581290,Hancock,County
ME,23,011,00000,00581291,Kennebec,County
ME,23,013,00000,00581292,Knox,County
ME,23,015,00000,00581293,Lincoln,County
ME,23,017,00000,00581294,Oxford,County
ME,23,019,00000,00581295,Penobscot,County
ME,23,021,00000,00581296,Piscataquis,County
ME,23,023,00000,00581297,Sagadahoc,County
ME,23,025,00000,00581298,Somerset,County
ME,23,027,00000,00581299,Waldo,County
ME,23,029,00000,00581300,Washington,County
ME,23,031,00000,00581301,York,County
MD,24,001,00000,01713506,Allegany,County
MD,24,003,00000,01710958,Anne Arundel,County
MD,24,005,00000,01695314,Baltimore,County
MD,24,009,00000,01676636,Calvert,County
MD,24,011,00000,00595737,Caroline,County
MD,24,013,00000,01696228,Carroll,County
MD,24,015,00000,00596115,Cecil,County
MD,24,017,00000,01676992,Charles,County
MD,24,019,00000,00596495,Dorchester,County
MD,24,021,00000,01711211,Frederick,County
MD,24,023,00000,01711058,Garrett,County
MD,24,025,00000,01698178,Harford,County
MD,24,027,00000,01709077,Howard,County
MD,24,029,00000,00593907,Kent,County
MD,24,031,00000,01712500,Montgomery,County
MD,24,033,00000,01714670,Prince George's,County
MD,24,035,00000,00596089,Queen Anne's,County
MD,24,039,00000,00596907,Somerset,County
MD,24,037,00000,01697853,St. Mary's,County
MD,24,041,00000,00592947,Talbot,County
MD,24,043,00000,01714220,Washington,County
MD,24,045,00000,01668606,Wicomico,County
MD,24,047,00000,01668802,Worcester,County
MA,25,001,00000,00606927,Barnstable,County
MA,25,005,00000,00606929,Bristol,County
MA,25,007,00000,00606930,Dukes,County
MA,25,021,00000,00606937,Norfolk,County
MA,25,023,00000,00606938,Plymouth,County
MI,26,001,00000,01622943,Alcona,County
MI,26,003,00000,01622944,Alger,County
MI,26,005,00000,01622945,Allegan,County
MI,26,007,00000,01622946,Alpena,County
MI,26,009,00000,01622947,Antrim,County
MI,26,011,00000,01622948,Arenac,County
MI,26,013,00000,01622949,Baraga,County
MI,26,015,00000,01622950,Barry,County
MI,26,017,00000,01622951,Bay,County
MI,26,019,00000,01622952,Benzie,County
MI,26,021,00000,01622953,Berrien,County
MI,26,023,00000,01622954,Branch,County
MI,26,025,00000,01622955,Calhoun,County
MI,26,027,00000,01622956,Cass,County
MI,26,029,00000,01622957,Charlevoix,County
MI,26,031,00000,01622958,Cheboygan,County
MI,26,033,00000,01622959,Chippewa,County
MI,26,035,00000,01622960,Clare,County
MI,26,037,00000,01622961,Clinton,County
MI,26,039,00000,01622962,Crawford,County
MI,26,041,00000,01622963,Delta,County
MI,26,043,00000,01622964,Dickinson,County
MI,26,045,00000,01622965,Eaton,County
MI,26,047,00000,01622966,Emmet,County
MI,26,049,00000,01622967,Genesee,County
MI,26,051,00000,01622968,Gladwin,County
MI,26,053,00000,01622969,Gogebic,County
MI,26,055,00000,01622970,Grand Traverse,County
MI,26,057,00000,01622971,Gratiot,County
MI,26,059,00000,01622972,Hillsdale,County
MI,26,061,00000,01622973,Houghton,County
MI,26,063,00000,01622974,Huron,County
MI,26,065,00000,01622975,Ingham,County
MI,26,067,00000,01622976,Ionia,County
MI,26,069,00000,01622977,Iosco,County
MI,26,071,00000,01622978,Iron,County
MI,26,073,00000,01622979,Isabella,County
MI,26,075,00000,01622980,Jackson,County
MI,26,077,00000,01622981,Kalamazoo,County
MI,26,079,00000,01622982,Kalkaska,County
MI,26,081,00000,01622983,Kent,County
MI,26,083,00000,01622984,Keweenaw,County
MI,26,085,00000,01622985,Lake,County
MI,26,087,00000,01622986,Lapeer,County
MI,26,089,00000,01622987,Leelanau,County
MI,26,091,00000,01622988,Lenawee,County
MI,26,093,00000,01622989,Livingston,County
MI,26,095,00000,01622990,Luce,County
MI,26,097,00000,01622991,Mackinac,County
MI,26,099,00000,01622992,Macomb,County
MI,26,101,00000,01622993,Manistee,County
MI,26,103,00000,01622994,Marquette,County
MI,26,105,00000,01622995,Mason,County
MI,26,107,00000,01622996,Mecosta,County
MI,26,109,00000,01622997,Menominee,County
MI,26,111,00000,01622998,Midland,County
MI,26,113,00000,01622999,Missaukee,County
MI,26,115,00000,01623000,Monroe,County
MI,26,117,00000,01623001,Montcalm,County
MI,26,119,00000,01623002,Montmorency,County
MI,26,121,00000,01623003,Muskegon,County
MI,26,123,00000,01623004,Newaygo,County
MI,26,125,00000,01623005,Oakland,County
MI,26,127,00000,01623006,Oceana,County
MI,26,129,00000,01623007,Ogemaw,County
MI,26,131,00000,01623008,Ontonagon,County
MI,26,133,00000,01623009,Osceola,County
MI,26,135,00000,01623010,Oscoda,County
MI,26,137,00000,01623011,Otsego,County
MI,26,139,00000,01623012,Ottawa,County
MI,26,141,00000,01623013,Presque Isle,County
MI,26,143,00000,01623014,Roscommon,County
MI,26,145,00000,01623015,Saginaw,County
MI,26,151,00000,01623016,Sanilac,County
MI,26,153,00000,01623017,Schoolcraft,County
MI,26,155,00000,01623018,Shiawassee,County
MI,26,147,00000,01625033,St. Clair,County
MI,26,149,00000,01625034,St. Joseph,County
MI,26,157,00000,01623019,Tuscola,County
MI,26,159,00000,01623020,Van Buren,County
MI,26,161,00000,01623021,Washtenaw,County
MI,26,163,00000,01623022,Wayne,County
MI,26,165,00000,01623023,Wexford,County
MN,27,001,00000,00663198,Aitkin,County
MN,27,003,00000,00659447,Anoka,County
MN,27,005,00000,00659448,Becker,County
MN,27,007,00000,00659449,Beltrami,County
MN,27,009,00000,00659450,Benton,County
MN,27,011,00000,00659451,Big Stone,County
MN,27,013,00000,00659452,Blue Earth,County
MN,27,015,00000,00659453,Brown,County
MN,27,017,00000,00659454,Carlton,County
MN,27,019,00000,00659455,Carver,County
MN,27,021,00000,00659456,Cass,County
MN,27,023,00000,00659457,Chippewa,County
MN,27,025,00000,00659458,Chisago,County
MN,27,027,00000,00659459,Clay,County
MN,27,029,00000,00659460,Clearwater,County
MN,27,031,00000,00659461,Cook,County
MN,27,033,00000,00659462,Cottonwood,County
MN,27,035,00000,00659463,Crow Wing,County
MN,27,037,00000,00659464,Dakota,County
MN,27,039,00000,00659465,Dodge,County
MN,27,041,00000,00659466,Douglas,County
MN,27,043,00000,00659467,Faribault,County
MN,27,045,00000,00659468,Fillmore,County
MN,27,047,00000,00659469,Freeborn,County
MN,27,049,00000,00659470,Goodhue,County
MN,27,051,00000,00659471,Grant,County
MN,27,053,00000,00659472,Hennepin,County
MN,27,055,00000,00659473,Houston,County
MN,27,057,00000,00659474,Hubbard,County
MN,27,059,00000,00659475,Isanti,County
MN,27,061,00000,00659476,Itasca,County
MN,27,063,00000,00659477,Jackson,County
MN,27,065,00000,00659478,Kanabec,County
MN,27,067,00000,00659479,Kandiyohi,County
MN,27,069,00000,00659480,Kittson,County
MN,27,071,00000,00659481,Koochiching,County
MN,27,073,00000,00659482,Lac qui Parle,County
MN,27,075,00000,00659484,Lake,County
MN,27,077,00000,00659483,Lake of the Woods,County
MN,27,079,00000,00659485,Le Sueur,County
MN,27,081,00000,00659486,Lincoln,County
MN,27,083,00000,00659487,Lyon,County
MN,27,087,00000,00659488,Mahnomen,County
MN,27,089,00000,00659489,Marshall,County
MN,27,091,00000,00659490,Martin,County
MN,27,085,00000,00659491,McLeod,County
MN,27,093,00000,00659492,Meeker,County
MN,27,095,00000,00659493,Mille Lacs,County
MN,27,097,00000,00659494,Morrison,County
MN,27,099,00000,00659495,Mower,County
MN,27,101,00000,00659496,Murray,County
MN,27,103,00000,00659497,Nicollet,County
MN,27,105,00000,00659498,Nobles,County
MN,27,107,00000,00659499,Norman,County
MN,27,109,00000,00659500,Olmsted,County
MN,27,111,00000,00659501,Otter Tail,County
MN,27,113,00000,00659502,Pennington,County
MN,27,115,00000,00659503,Pine,County
MN,27,117,00000,00659504,Pipestone,County
MN,27,119,00000,00659505,Polk,County
MN,27,121,00000,00659506,Pope,County
MN,27,123,00000,00659507,Ramsey,County
MN,27,125,00000,00659508,Red Lake,County
MN,27,127,00000,00659509,Redwood,County
MN,27,129,00000,00659510,Renville,County
MN,27,131,00000,00659511,Rice,County
MN,27,133,00000,00659512,Rock,County
MN,27,135,00000,00659513,Roseau,County
MN,27,139,00000,00659514,Scott,County
MN,27,141,00000,00659515,Sherburne,County
MN,27,143,00000,00659516,Sibley,County
MN,27,137,00000,00662850,St. Louis,County
MN,27,145,00000,00659517,Stearns,County
MN,27,147,00000,00659518,Steele,County
MN,27,149,00000,00659519,Stevens,County
MN,27,151,00000,00659520,Swift,County
MN,27,153,00000,00659521,Todd,County
MN,27,155,00000,00659522,Traverse,County
MN,27,157,00000,00659523,Wabasha,County
MN,27,159,00000,00659524,Wadena,County
MN,27,161,00000,00659525,Waseca,County
MN,27,163,00000,00659526,Washington,County
MN,27,165,00000,00659527,Watonwan,County
MN,27,167,00000,00659528,Wilkin,County
MN,27,169,00000,00659529,Winona,County
MN,27,171,00000,00659530,Wright,County
MN,27,173,00000,00659531,Yellow Medicine,County
MS,28,001,00000,00695726,Adams,County
MS,28,003,00000,00711755,Alcorn,County
MS,28,005,00000,00695727,Amite,County
MS,28,007,00000,00695728,Attala,County
MS,28,009,00000,00695729,Benton,County
MS,28,011,00000,00695730,Bolivar,County
MS,28,013,00000,00695731,Calhoun,County
MS,28,015,00000,00695732,Carroll,County
MS,28,017,00000,00695733,Chickasaw,County
MS,28,019,00000,00695734,Choctaw,County
MS,28,021,00000,00695735,Claiborne,County
MS,28,023,00000,00695736,Clarke,County
MS,28,025,00000,00695737,Clay,County
MS,28,027,00000,00695738,Coahoma,County
MS,28,029,00000,00695739,Copiah,County
MS,28,031,00000,00695740,Covington,County
MS,28,033,00000,00695741,DeSoto,County
MS,28,035,00000,00695742,Forrest,County
MS,28,037,00000,00695743,Franklin,County
MS,28,039,00000,00695744,George,County
MS,28,041,00000,00695745,Greene,County
MS,28,043,00000,00695746,Grenada,County
MS,28,045,00000,00711756,Hancock,County
MS,28,047,00000,00695747,Harrison,County
MS,28,049,00000,00695748,Hinds,County
MS,28,051,00000,00695749,Holmes,County
MS,28,053,00000,00695750,Humphreys,County
MS,28,055,00000,00695751,Issaquena,County
MS,28,057,00000,00695752,Itawamba,County
MS,28,059,00000,00695753,Jackson,County
MS,28,061,00000,00695754,Jasper,County
MS,28,063,00000,00695755,Jefferson,County
MS,28,065,00000,00695756,Jefferson Davis,County
MS,28,067,00000,00695757,Jones,County
MS,28,069,00000,00695758,Kemper,County
MS,28,071,00000,00695759,Lafayette,County
MS,28,073,00000,00695760,Lamar,County
MS,28,075,00000,00695761,Lauderdale,County
MS,28,077,00000,00695762,Lawrence,County
MS,28,079,00000,00695763,Leake,County
MS,28,081,00000,00695764,Lee,County
MS,28,083,00000,00695765,Leflore,County
MS,28,085,00000,00695766,Lincoln,County
MS,28,087,00000,00695767,Lowndes,County
MS,28,089,00000,00695768,Madison,County
MS,28,091,00000,00695769,Marion,County
MS,28,093,00000,00695770,Marshall,County
MS,28,095,00000,00695771,Monroe,County
MS,28,097,00000,00711757,Montgomery,County
MS,28,099,00000,00695772,Neshoba,County
MS,28,101,00000,00695773,Newton,County
MS,28,103,00000,00695774,Noxubee,County
MS,28,105,00000,00695775,Oktibbeha,County
MS,28,107,00000,00695776,Panola,County
MS,28,109,00000,00695777,Pearl River,County
MS,28,111,00000,00695778,Perry,County
MS,28,113,00000,00711758,Pike,County
MS,28,115,00000,00695803,Pontotoc,County
MS,28,117,00000,00695779,Prentiss,County
MS,28,119,00000,00695780,Quitman,County
MS,28,121,00000,00695781,Rankin,County
MS,28,123,00000,00695782,Scott,County
MS,28,125,00000,00695783,Sharkey,County
MS,28,127,00000,00695784,Simpson,County
MS,28,129,00000,00695785,Smith,County
MS,28,131,00000,00695786,Stone,County
MS,28,133,00000,00695787,Sunflower,County
MS,28,135,00000,00695788,Tallahatchie,County
MS,28,137,00000,00695789,Tate,County
MS,28,139,00000,00695790,Tippah,County
MS,28,141,00000,00695791,Tishomingo,County
MS,28,143,00000,00695792,Tunica,County
MS,28,145,00000,00695793,Union,County
MS,28,147,00000,00695794,Walthall,County
MS,28,149,00000,00695795,Warren,County
MS,28,151,00000,00695796,Washington,County
MS,28,153,00000,00695797,Wayne,County
MS,28,155,00000,00695798,Webster,County
MS,28,157,00000,00695799,Wilkinson,County
MS,28,159,00000,00695800,Winston,County
MS,28,161,00000,00695801,Yalobusha,County
MS,28,163,00000,00695802,Yazoo,County
MO,29,001,00000,00765805,Adair,County
MO,29,003,00000,00758456,Andrew,County
MO,29,005,00000,00758457,Atchison,County
MO,29,007,00000,00758458,Audrain,County
MO,29,009,00000,00758459,Barry,County
MO,29,011,00000,00758460,Barton,County
MO,29,013,00000,00758461,Bates,County
MO,29,015,00000,00758462,Benton,County
MO,29,017,00000,00758463,Bollinger,County
MO,29,019,00000,00758464,Boone,County
MO,29,021,00000,00758465,Buchanan,County
MO,29,023,00000,00758466,Butler,County
MO,29,025,00000,00758467,Caldwell,County
MO,29,027,00000,00758468,Callaway,County
MO,29,029,00000,00758469,Camden,County
MO,29,031,00000,00758470,Cape Girardeau,County
MO,29,033,00000,00758471,Carroll,County
MO,29,035,00000,00758472,Carter,County
MO,29,037,00000,00758473,Cass,County
MO,29,039,00000,00758474,Cedar,County
MO,29,041,00000,00758475,Chariton,County
MO,29,043,00000,00758476,Christian,County
MO,29,045,00000,00758477,Clark,County
MO,29,047,00000,00758478,Clay,County
MO,29,049,00000,00758479,Clinton,County
MO,29,051,00000,00758480,Cole,County
MO,29,053,00000,00758481,Cooper,County
MO,29,055,00000,00758482,Crawford,County
MO,29,057,00000,00758483,Dade,County
MO,29,059,00000,00758484,Dallas,County
MO,29,061,00000,00758485,Daviess,County
MO,29,063,00000,00758486,DeKalb,County
MO,29,065,00000,00758487,Dent,County
MO,29,067,00000,00758488,Douglas,County
MO,29,069,00000,00758489,Dunklin,County
MO,29,071,00000,00758490,Franklin,County
MO,29,073,00000,00758491,Gasconade,County
MO,29,075,00000,00758492,Gentry,County
MO,29,077,00000,00758493,Greene,County
MO,29,079,00000,00758494,Grundy,County
MO,29,081,00000,00758495,Harrison,County
MO,29,083,00000,00758496,Henry,County
MO,29,085,00000,00758497,Hickory,County
MO,29,087,00000,00758498,Holt,County
MO,29,089,00000,00758499,Howard,County
MO,29,091,00000,00758500,Howell,County
MO,29,093,00000,00758501,Iron,County
MO,29,095,00000,00758502,Jackson,County
MO,29,097,00000,00758503,Jasper,County
MO,29,099,00000,00758504,Jefferson,County
MO,29,101,00000,00758505,Johnson,County
MO,29,103,00000,00758506,Knox,County
MO,29,105,00000,00758507,Laclede,County
MO,29,107,00000,00758508,Lafayette,County
MO,29,109,00000,00758509,Lawrence,County
MO,29,111,00000,00758510,Lewis,County
MO,29,113,00000,00758511,Lincoln,County
MO,29,115,00000,00758512,Linn,County
MO,29,117,00000,00758513,Livingston,County
MO,29,121,00000,00758514,Macon,County
MO,29,123,00000,00758515,Madison,County
MO,29,125,00000,00758516,Maries,County
MO,29,127,00000,00758517,Marion,County
MO,29,119,00000,00758518,McDonald,County
MO,29,129,00000,00758519,Mercer,County
MO,29,131,00000,00758520,Miller,County
MO,29,133,00000,00758521,Mississippi,County
MO,29,135,00000,00758522,Moniteau,County
MO,29,137,00000,00758523,Monroe,County
MO,29,139,00000,00758524,Montgomery,County
MO,29,141,00000,00758525,Morgan,County
MO,29,143,00000,00758526,New Madrid,County
MO,29,145,00000,00758527,Newton,County
MO,29,147,00000,00758528,Nodaway,County
MO,29,149,00000,00758529,Oregon,County
MO,29,151,00000,00758530,Osage,County
MO,29,153,00000,00758531,Ozark,County
MO,29,155,00000,00758532,Pemiscot,County
MO,29,157,00000,00758533,Perry,County
MO,29,159,00000,00758534,Pettis,County
MO,29,161,00000,00758535,Phelps,County
MO,29,163,00000,00758536,Pike,County
MO,29,165,00000,00758537,Platte,County
MO,29,167,00000,00758538,Polk,County
MO,29,169,00000,00758539,Pulaski,County
MO,29,171,00000,00758540,Putnam,County
MO,29,173,00000,00758541,Ralls,County
MO,29,175,00000,00758542,Randolph,County
MO,29,177,00000,00758543,Ray,County
MO,29,179,00000,00758544,Reynolds,County
MO,29,181,00000,00758545,Ripley,County
MO,29,195,00000,00758550,Saline,County
MO,29,197,00000,00758551,Schuyler,County
MO,29,199,00000,00758552,Scotland,County
MO,29,201,00000,00758553,Scott,County
MO,29,203,00000,00758554,Shannon,County
MO,29,205,00000,00758555,Shelby,County
MO,29,183,00000,00758546,St. Charles,County
MO,29,185,00000,00758547,St. Clair,County
MO,29,187,00000,00758548,St. Francois,County
MO,29,189,00000,00758549,St. Louis,County
MO,29,186,00000,00765806,Ste. Genevieve,County
MO,29,207,00000,00758556,Stoddard,County
MO,29,209,00000,00758557,Stone,County
MO,29,211,00000,00758558,Sullivan,County
MO,29,213,00000,00758559,Taney,County
MO,29,215,00000,00758560,Texas,County
MO,29,217,00000,00758561,Vernon,County
MO,29,219,00000,00758562,Warren,County
MO,29,221,00000,00758563,Washington,County
MO,29,223,00000,00758564,Wayne,County
MO,29,225,00000,00758565,Webster,County
MO,29,227,00000,00758566,Worth,County
MO,29,229,00000,00758567,Wright,County
MT,30,001,00000,01719627,Beaverhead,County
MT,30,003,00000,01716521,Big Horn,County
MT,30,005,00000,01722470,Blaine,County
MT,30,007,00000,01719625,Broadwater,County
MT,30,009,00000,01720111,Carbon,County
MT,30,011,00000,01688746,Carter,County
MT,30,013,00000,01719622,Cascade,County
MT,30,015,00000,01719619,Chouteau,County
MT,30,017,00000,01720109,Custer,County
MT,30,019,00000,01637566,Daniels,County
MT,30,021,00000,01715632,Dawson,County
MT,30,025,00000,01688745,Fallon,County
MT,30,027,00000,01719614,Fergus,County
MT,30,029,00000,01719611,Flathead,County
MT,30,031,00000,01720053,Gallatin,County
MT,30,033,00000,01716058,Garfield,County
MT,30,035,00000,01719607,Glacier,County
MT,30,037,00000,01723078,Golden Valley,County
MT,30,039,00000,01719605,Granite,County
MT,30,041,00000,01720048,Hill,County
MT,30,043,00000,01720045,Jefferson,County
MT,30,045,00000,01719602,Judith Basin,County
MT,30,047,00000,01796943,Lake,County
MT,30,049,00000,00793926,Lewis and Clark,County
MT,30,051,00000,01720036,Liberty,County
MT,30,053,00000,01720038,Lincoln,County
MT,30,057,00000,01720033,Madison,County
MT,30,055,00000,01716270,McCone,County
MT,30,059,00000,01719600,Meagher,County
MT,30,061,00000,01720030,Mineral,County
MT,30,063,00000,01719596,Missoula,County
MT,30,065,00000,01719593,Musselshell,County
MT,30,067,00000,01720027,Park,County
MT,30,069,00000,01719590,Petroleum,County
MT,30,071,00000,01720023,Phillips,County
MT,30,073,00000,01719587,Pondera,County
MT,30,075,00000,01719584,Powder River,County
MT,30,077,00000,01720021,Powell,County
MT,30,079,00000,01715847,Prairie,County
MT,30,081,00000,01719582,Ravalli,County
MT,30,083,00000,01715338,Richland,County
MT,30,085,00000,01669428,Roosevelt,County
MT,30,087,00000,01716795,Rosebud,County
MT,30,089,00000,01719578,Sanders,County
MT,30,091,00000,01677577,Sheridan,County
MT,30,095,00000,01719572,Stillwater,County
MT,30,097,00000,01719569,Sweet Grass,County
MT,30,099,00000,01720018,Teton,County
MT,30,101,00000,01719566,Toole,County
MT,30,103,00000,01719563,Treasure,County
MT,30,105,00000,01678923,Valley,County
MT,30,107,00000,01719560,Wheatland,County
MT,30,109,00000,01696629,Wibaux,County
MT,30,111,00000,01719558,Yellowstone,County
